,ID,Model,Param,Value
104,12,Gompertz,rmax,14.631149157453109
105,12,Gompertz,tlag,0.05
106,12,Baranyi,N0,0.00695652173913031
107,12,Baranyi,Nmax,0.264347826086957
108,12,Baranyi,rmax,14.631149157453107
109,12,Baranyi,h0,0.00770722484025914
110,13,Logistic,N0,0.0365217391304349
111,13,Logistic,Nmax,0.39826086956521795
112,13,Logistic,rmax,10.228095478931406
113,13,Gompertz,A,2.3891995658308147
114,13,Gompertz,rmax,10.332368044683953
115,13,Gompertz,tlag,0.05
116,13,Baranyi,N0,0.0365217391304349
117,13,Baranyi,Nmax,0.39826086956521795
118,13,Baranyi,rmax,10.332368044683953
119,13,Baranyi,h0,0.03914348841250511
120,14,Logistic,N0,0.0034782608695653697
121,14,Logistic,Nmax,0.0139130434782615
122,14,Logistic,rmax,4.610098770768318
123,14,Gompertz,A,1.3862943611198921
124,14,Gompertz,rmax,7.833116348850319
125,14,Gompertz,tlag,0.5556660566267085
126,14,Baranyi,N0,0.0034782608695653697
127,14,Baranyi,Nmax,0.0139130434782615
128,14,Baranyi,rmax,7.833116348850315
129,14,Baranyi,h0,4.477883536460289e-05
130,15,Logistic,N0,0.0
131,15,Logistic,Nmax,0.0365217391304353
132,15,Logistic,rmax,0.8899532439726482
133,15,Gompertz,A,2.3513752571635114
134,15,Gompertz,rmax,
135,15,Gompertz,tlag,0.05
136,15,Baranyi,N0,0.00347826086956515
137,15,Baranyi,Nmax,0.0365217391304353
138,15,Baranyi,rmax,
139,15,Baranyi,h0,
140,16,Logistic,N0,0.00521739130434762
141,16,Logistic,Nmax,0.443478260869565
142,16,Logistic,rmax,3.9931814111473964
143,16,Gompertz,A,4.442651256490356
144,16,Gompertz,rmax,17.070795551930445
145,16,Gompertz,tlag,0.01642392741170606
146,16,Baranyi,N0,0.00521739130434762
147,16,Baranyi,Nmax,0.443478260869565
148,16,Baranyi,rmax,17.07079555193045
149,16,Baranyi,h0,0.003957361723565589
150,18,Logistic,N0,0.01249637987023
151,18,Logistic,Nmax,0.0539932342085316
152,18,Logistic,rmax,0.25988671751168607
153,18,Gompertz,A,1.4634197542984515
154,18,Gompertz,rmax,2.7840901720573794
155,18,Gompertz,tlag,0.05
156,18,Baranyi,N0,0.01249637987023
157,18,Baranyi,Nmax,0.0539932342085316
158,18,Baranyi,rmax,2.7840901720573807
159,18,Baranyi,h0,0.01857497926441473
160,19,Logistic,N0,0.0017820281353406698
161,19,Logistic,Nmax,0.155635386691478
162,19,Logistic,rmax,0.19170490208004265
163,19,Gompertz,A,4.469763889229361
164,19,Gompertz,rmax,9.782327130640592
165,19,Gompertz,tlag,0.05
166,19,Baranyi,N0,0.0017820281353406698
167,19,Baranyi,Nmax,0.155635386691478
168,19,Baranyi,rmax,9.78232713064059
169,19,Baranyi,h0,0.004105321884090599
170,20,Logistic,N0,0.0034782608695653697
171,20,Logistic,Nmax,0.0121739130434788
172,20,Logistic,rmax,3.8797717849668167
173,20,Gompertz,A,1.2527629684953685
174,20,Gompertz,rmax,7.70198232776776
175,20,Gompertz,tlag,0.55462465798074
176,20,Baranyi,N0,0.0034782608695653697
177,20,Baranyi,Nmax,0.0121739130434788
178,20,Baranyi,rmax,7.701982327767765
179,20,Baranyi,h0,4.8551589508770815e-05
180,22,Logistic,N0,0.0160678304485264
181,22,Logistic,Nmax,0.319563489373764
182,22,Logistic,rmax,0.35250111908303544
183,22,Gompertz,A,2.9901368045405117
184,22,Gompertz,rmax,8.809971921180065
185,22,Gompertz,tlag,0.05
186,22,Baranyi,N0,0.0160678304485264
187,22,Baranyi,Nmax,0.319563489373764
188,22,Baranyi,rmax,8.809971921180068
189,22,Baranyi,h0,0.017361607059602144
190,23,Logistic,N0,0.00800000000000023
191,23,Logistic,Nmax,0.336
192,23,Logistic,rmax,6.371428571428587
193,23,Gompertz,A,3.7376696182833395
194,23,Gompertz,rmax,8.023587616457334
195,23,Gompertz,tlag,0.05
196,23,Baranyi,N0,0.00800000000000023
197,23,Baranyi,Nmax,0.336
198,23,Baranyi,rmax,8.023587616457336
199,23,Baranyi,h0,0.05653163766491338
200,24,Logistic,N0,0.0266666666666668
201,24,Logistic,Nmax,0.858666666666667
202,24,Logistic,rmax,190.1999656919888
203,24,Gompertz,A,3.471966452550358
204,24,Gompertz,rmax,203.90367816686205
205,24,Gompertz,tlag,0.004008365976387401
206,24,Baranyi,N0,0.0266666666666668
207,24,Baranyi,Nmax,0.858666666666667
208,24,Baranyi,rmax,203.903678166862
209,24,Baranyi,h0,0.011916691046836885
210,25,Logistic,N0,0.0
211,25,Logistic,Nmax,0.701333333333334
212,25,Logistic,rmax,6.840135034291599
213,25,Gompertz,A,3.7803945629497107
214,25,Gompertz,rmax,
215,25,Gompertz,tlag,0.05
216,25,Baranyi,N0,0.016
217,25,Baranyi,Nmax,0.701333333333334
218,25,Baranyi,rmax,
219,25,Baranyi,h0,
220,26,Logistic,N0,0.0
221,26,Logistic,Nmax,0.794666666666667
222,26,Logistic,rmax,8.099610647697416
223,26,Gompertz,A,4.310799125385501
224,26,Gompertz,rmax,
225,26,Gompertz,tlag,0.05
226,26,Baranyi,N0,0.0106666666666668
227,26,Baranyi,Nmax,0.794666666666667
228,26,Baranyi,rmax,
229,26,Baranyi,h0,
230,27,Logistic,N0,0.00533333333333341
231,27,Logistic,Nmax,0.17333333333333403
232,27,Logistic,rmax,7.438949023961415
233,27,Gompertz,A,3.481240089335681
234,27,Gompertz,rmax,8.433007762257958
235,27,Gompertz,tlag,0.05
236,27,Baranyi,N0,0.00533333333333341
237,27,Baranyi,Nmax,0.17333333333333403
238,27,Baranyi,rmax,8.433007762257958
239,27,Baranyi,h0,0.02168220977049013
240,28,Logistic,N0,0.00802463433410305
241,28,Logistic,Nmax,0.6871501154734411
242,28,Logistic,rmax,113.70627818934915
243,28,Gompertz,A,4.450036674913698
244,28,Gompertz,rmax,115.8330721616601
245,28,Gompertz,tlag,0.05
246,28,Baranyi,N0,0.00802463433410305
247,28,Baranyi,Nmax,0.6871501154734411
248,28,Baranyi,rmax,115.8330721616601
249,28,Baranyi,h0,0.00991373306419915
250,29,Logistic,N0,0.00540723633564255
251,29,Logistic,Nmax,0.299842956120092
252,29,Logistic,rmax,6.4164087744727265
253,29,Gompertz,A,4.01552073934892
254,29,Gompertz,rmax,13.307107774248607
255,29,Gompertz,tlag,0.05
256,29,Baranyi,N0,0.00540723633564255
257,29,Baranyi,Nmax,0.299842956120092
258,29,Baranyi,rmax,13.307107774248605
259,29,Baranyi,h0,0.02758034829763771
260,30,Logistic,N0,0.00804926866820632
261,30,Logistic,Nmax,0.286509622786759
262,30,Logistic,rmax,2.3590894104977984
263,30,Gompertz,A,3.57219088434563
264,30,Gompertz,rmax,7.626242778468543
265,30,Gompertz,tlag,0.05
266,30,Baranyi,N0,0.00804926866820632
267,30,Baranyi,Nmax,0.286509622786759
268,30,Baranyi,rmax,7.626242778468543
269,30,Baranyi,h0,0.06927071873984951
270,31,Logistic,N0,0.00802463433410305
271,31,Logistic,Nmax,0.24789530408006102
272,31,Logistic,rmax,0.9191065844405792
273,31,Gompertz,A,3.4304903939283897
274,31,Gompertz,rmax,5.366866681244687
275,31,Gompertz,tlag,0.05
276,31,Baranyi,N0,0.00802463433410305
277,31,Baranyi,Nmax,0.24789530408006102
278,31,Baranyi,rmax,5.366866681244687
279,31,Baranyi,h0,0.10727638594447321
280,32,Logistic,N0,0.00274056966897596
281,32,Logistic,Nmax,0.226586605080831
282,32,Logistic,rmax,143.16893461622738
283,32,Gompertz,A,4.414961427053582
284,32,Gompertz,rmax,194.43194159497708
285,32,Gompertz,tlag,0.05
286,32,Baranyi,N0,0.00274056966897596
287,32,Baranyi,Nmax,0.226586605080831
288,32,Baranyi,rmax,194.43194159497705
289,32,Baranyi,h0,0.005701403917245713
290,33,Logistic,N0,0.00527014078278176
291,33,Logistic,Nmax,0.259035404535515
292,33,Logistic,rmax,2.8087308463188156
293,33,Gompertz,A,3.8949076732088757
294,33,Gompertz,rmax,8.360158991635915
295,33,Gompertz,tlag,0.05
296,33,Baranyi,N0,0.00527014078278176
297,33,Baranyi,Nmax,0.259035404535515
298,33,Baranyi,rmax,8.360158991635911
299,33,Baranyi,h0,0.05884771077711691
300,34,Logistic,N0,0.00262278568094132
301,34,Logistic,Nmax,0.327866637183362
302,34,Logistic,rmax,1.2718160495460702
303,34,Gompertz,A,4.828369941811861
304,34,Gompertz,rmax,4.525659023335522
305,34,Gompertz,tlag,0.05
306,34,Baranyi,N0,0.00262278568094132
307,34,Baranyi,Nmax,0.327866637183362
308,34,Baranyi,rmax,4.525659023335525
309,34,Baranyi,h0,0.12722156313741873
310,35,Logistic,N0,0.00529471020368089
311,35,Logistic,Nmax,0.8544630353062579
312,35,Logistic,rmax,81.26087554398563
313,35,Gompertz,A,5.083764995389849
314,35,Gompertz,rmax,91.17403812615746
315,35,Gompertz,tlag,0.05
316,35,Baranyi,N0,0.00529471020368089
317,35,Baranyi,Nmax,0.8544630353062579
318,35,Baranyi,rmax,91.17403812615747
319,35,Baranyi,h0,0.07203624038670232
320,36,Logistic,N0,0.0291577602515911
321,36,Logistic,Nmax,0.724791774157884
322,36,Logistic,rmax,108.30416554356209
323,36,Gompertz,A,3.2131633102842967
324,36,Gompertz,rmax,50.26773461447849
325,36,Gompertz,tlag,0.05
326,36,Baranyi,N0,0.0291577602515911
327,36,Baranyi,Nmax,0.724791774157884
328,36,Baranyi,rmax,50.26773461447849
329,36,Baranyi,h0,0.036852676464923136
330,37,Logistic,N0,0.0026350703913911
331,37,Logistic,Nmax,0.6367042578806421
332,37,Logistic,rmax,900.2554047518347
333,37,Gompertz,A,5.487395378784204
334,37,Gompertz,rmax,52.394686184333814
335,37,Gompertz,tlag,0.004955924495414046
336,37,Baranyi,N0,0.0026350703913911
337,37,Baranyi,Nmax,0.6367042578806421
338,37,Baranyi,rmax,52.394686184333814
339,37,Baranyi,h0,0.0020365970717999473
340,38,Logistic,N0,0.00262278568094132
341,38,Logistic,Nmax,0.6396710154541669
342,38,Logistic,rmax,2.307614300783047
343,38,Gompertz,A,5.496717015900462
344,38,Gompertz,rmax,8.021089229783438
345,38,Gompertz,tlag,0.05
346,38,Baranyi,N0,0.00262278568094132
347,38,Baranyi,Nmax,0.6396710154541669
348,38,Baranyi,rmax,8.02108922978344
349,38,Baranyi,h0,0.18215861226193586
350,39,Logistic,N0,0.00266666666666593
351,39,Logistic,Nmax,0.752954580446496
352,39,Logistic,rmax,441.2415882085953
353,39,Gompertz,A,5.643175654837089
354,39,Gompertz,rmax,84.29867348249806
355,39,Gompertz,tlag,0.05
356,39,Baranyi,N0,0.00266666666666593
357,39,Baranyi,Nmax,0.752954580446496
358,39,Baranyi,rmax,84.29867348249806
359,39,Baranyi,h0,0.005128199346785446
360,40,Logistic,N0,0.00532717474980693
361,40,Logistic,Nmax,0.176634334103155
362,40,Logistic,rmax,4.435545197486448
363,40,Gompertz,A,3.5012606546774148
364,40,Gompertz,rmax,8.725713054068787
365,40,Gompertz,tlag,0.05
366,40,Baranyi,N0,0.00532717474980693
367,40,Baranyi,Nmax,0.176634334103155
368,40,Baranyi,rmax,8.725713054068787
369,40,Baranyi,h0,0.03688323767925939
370,41,Logistic,N0,0.00532717474980693
371,41,Logistic,Nmax,0.22762124711316395
372,41,Logistic,rmax,16.062129526771933
373,41,Gompertz,A,3.7548620188238564
374,41,Gompertz,rmax,12.342330615962835
375,41,Gompertz,tlag,0.05
376,41,Baranyi,N0,0.00532717474980693
377,41,Baranyi,Nmax,0.22762124711316395
378,41,Baranyi,rmax,12.342330615962835
379,41,Baranyi,h0,0.019254682421066587
380,42,Logistic,N0,0.0160061585835245
381,42,Logistic,Nmax,0.7742879137798299
382,42,Logistic,rmax,74.82682828901717
383,42,Gompertz,A,3.8789702263987547
384,42,Gompertz,rmax,95.96016890704782
385,42,Gompertz,tlag,0.05
386,42,Baranyi,N0,0.0160061585835245
387,42,Baranyi,Nmax,0.7742879137798299
388,42,Baranyi,rmax,95.96016890704782
389,42,Baranyi,h0,0.0766716056272908
390,43,Logistic,N0,0.00266666666666637
391,43,Logistic,Nmax,0.22122247882986804
392,43,Logistic,rmax,10.343197508243108
393,43,Gompertz,A,4.4183396336698895
394,43,Gompertz,rmax,17.457180308151937
395,43,Gompertz,tlag,0.05
396,43,Baranyi,N0,0.00266666666666637
397,43,Baranyi,Nmax,0.22122247882986804
398,43,Baranyi,rmax,17.457180308151933
399,43,Baranyi,h0,0.00391253026612409
400,44,Logistic,N0,0.0159999999999991
401,44,Logistic,Nmax,0.553120862201693
402,44,Logistic,rmax,8.515490159968317
403,44,Gompertz,A,3.542987812729187
404,44,Gompertz,rmax,53.65942659438493
405,44,Gompertz,tlag,0.00012763242589885248
406,44,Baranyi,N0,0.0159999999999991
407,44,Baranyi,Nmax,0.553120862201693
408,44,Baranyi,rmax,53.659426594384925
409,44,Baranyi,h0,0.01614739033279522
410,45,Logistic,N0,0.00797872340425521
411,45,Logistic,Nmax,0.351063829787234
412,45,Logistic,rmax,31.90341657638634
413,45,Gompertz,A,3.784189633918275
414,45,Gompertz,rmax,26.17074407443577
415,45,Gompertz,tlag,0.05
416,45,Baranyi,N0,0.00797872340425521
417,45,Baranyi,Nmax,0.351063829787234
418,45,Baranyi,rmax,26.170744074435774
419,45,Baranyi,h0,0.010678883741415696
420,46,Logistic,N0,0.0292553191489362
421,46,Logistic,Nmax,0.952127659574468
422,46,Logistic,rmax,0.8977435609974761
423,46,Gompertz,A,3.4826377136023288
424,46,Gompertz,rmax,13.125667056060177
425,46,Gompertz,tlag,0.05
426,46,Baranyi,N0,0.0292553191489362
427,46,Baranyi,Nmax,0.952127659574468
428,46,Baranyi,rmax,13.125667056060172
429,46,Baranyi,h0,0.04851432805479074
430,47,Logistic,N0,0.0106382978723405
431,47,Logistic,Nmax,0.75
432,47,Logistic,rmax,9.199755086409866
433,47,Gompertz,A,4.255612709818216
434,47,Gompertz,rmax,9.876407332859793
435,47,Gompertz,tlag,0.05
436,47,Baranyi,N0,0.0106382978723405
437,47,Baranyi,Nmax,0.75
438,47,Baranyi,rmax,9.876407332859793
439,47,Baranyi,h0,0.03938478773572996
440,48,Logistic,N0,0.00531914893617014
441,48,Logistic,Nmax,0.8563829787234041
442,48,Logistic,rmax,9.222813450255424
443,48,Gompertz,A,5.0814043649844765
444,48,Gompertz,rmax,8.601879859190788
445,48,Gompertz,tlag,0.05
446,48,Baranyi,N0,0.00531914893617014
447,48,Baranyi,Nmax,0.8563829787234041
448,48,Baranyi,rmax,8.601879859190786
449,48,Baranyi,h0,0.03914697801928662
450,49,Logistic,N0,0.00531914893617014
451,49,Logistic,Nmax,0.287234042553192
452,49,Logistic,rmax,25.47337475306068
453,49,Gompertz,A,3.98898404656429
454,49,Gompertz,rmax,24.98210730967839
455,49,Gompertz,tlag,0.05
456,49,Baranyi,N0,0.00531914893617014
457,49,Baranyi,Nmax,0.287234042553192
458,49,Baranyi,rmax,24.982107309678394
459,49,Baranyi,h0,0.008244136836015657
460,50,Logistic,N0,0.0159046557740703
461,50,Logistic,Nmax,0.797048221451405
462,50,Logistic,rmax,27.165298710048507
463,50,Gompertz,A,3.9143032983198647
464,50,Gompertz,rmax,28.996590187832005
465,50,Gompertz,tlag,0.05
466,50,Baranyi,N0,0.0159046557740703
467,50,Baranyi,Nmax,0.797048221451405
468,50,Baranyi,rmax,28.996590187832005
469,50,Baranyi,h0,0.03495201148308068
470,51,Logistic,N0,0.0105996159862718
471,51,Logistic,Nmax,0.253281643202068
472,51,Logistic,rmax,33.000640650050016
473,51,Gompertz,A,3.1736843110498647
474,51,Gompertz,rmax,32.14851409335903
475,51,Gompertz,tlag,0.05
476,51,Baranyi,N0,0.0105996159862718
477,51,Baranyi,Nmax,0.253281643202068
478,51,Baranyi,rmax,32.14851409335904
479,51,Baranyi,h0,0.011674229961885371
480,52,Logistic,N0,0.00531027158246111
481,52,Logistic,Nmax,0.31072674859657107
482,52,Logistic,rmax,34.356210128175185
483,52,Gompertz,A,4.069270924669951
484,52,Gompertz,rmax,34.24017132336159
485,52,Gompertz,tlag,0.05
486,52,Baranyi,N0,0.00531027158246111
487,52,Baranyi,Nmax,0.31072674859657107
488,52,Baranyi,rmax,34.24017132336158
489,52,Baranyi,h0,0.011258768178737633
490,53,Logistic,N0,0.0159203511580579
491,53,Logistic,Nmax,0.19803389156582396
492,53,Logistic,rmax,22.92157566037102
493,53,Gompertz,A,2.5208399477311434
494,53,Gompertz,rmax,24.810521955578178
495,53,Gompertz,tlag,0.05
496,53,Baranyi,N0,0.0159203511580579
497,53,Baranyi,Nmax,0.19803389156582396
498,53,Baranyi,rmax,24.81052195557818
499,53,Baranyi,h0,0.024149795885783452
500,54,Logistic,N0,0.00531027158246111
501,54,Logistic,Nmax,0.409780316942121
502,54,Logistic,rmax,31.4995476910876
503,54,Gompertz,A,4.3459782243444725
504,54,Gompertz,rmax,31.11946384018796
505,54,Gompertz,tlag,0.05
506,54,Baranyi,N0,0.00531027158246111
507,54,Baranyi,Nmax,0.409780316942121
508,54,Baranyi,rmax,31.11946384018796
509,54,Baranyi,h0,0.01706157546493029
510,55,Logistic,N0,0.0186170212765955
511,55,Logistic,Nmax,0.25
512,55,Logistic,rmax,18.864245827922122
513,55,Gompertz,A,2.5973846332147037
514,55,Gompertz,rmax,23.44347503290278
515,55,Gompertz,tlag,0.05
516,55,Baranyi,N0,0.0186170212765955
517,55,Baranyi,Nmax,0.25
518,55,Baranyi,rmax,23.44347503290277
519,55,Baranyi,h0,0.026172546576128167
520,56,Logistic,N0,0.0186170212765955
521,56,Logistic,Nmax,0.566489361702127
522,56,Logistic,rmax,10.622080752007152
523,56,Gompertz,A,3.415382016654124
524,56,Gompertz,rmax,28.997278974071428
525,56,Gompertz,tlag,0.0005516465471531846
526,56,Baranyi,N0,0.0186170212765955
527,56,Baranyi,Nmax,0.566489361702127
528,56,Baranyi,rmax,28.997278974071445
529,56,Baranyi,h0,0.018663533555872226
530,57,Logistic,N0,0.0398936170212769
531,57,Logistic,Nmax,0.946808510638298
532,57,Logistic,rmax,8.175034941480876
533,57,Gompertz,A,3.166880529749813
534,57,Gompertz,rmax,76.64063259647948
535,57,Gompertz,tlag,0.0033885320928644966
536,57,Baranyi,N0,0.0398936170212769
537,57,Baranyi,Nmax,0.946808510638298
538,57,Baranyi,rmax,76.64063259647946
539,57,Baranyi,h0,0.03174609410539522
540,58,Logistic,N0,0.0186170212765959
541,58,Logistic,Nmax,0.797872340425532
542,58,Logistic,rmax,52.99732656848702
543,58,Gompertz,A,3.7578723256008795
544,58,Gompertz,rmax,54.68451323576051
545,58,Gompertz,tlag,0.003978417826475048
546,58,Baranyi,N0,0.0186170212765959
547,58,Baranyi,Nmax,0.797872340425532
548,58,Baranyi,rmax,54.6845132357605
549,58,Baranyi,h0,0.015204763577641339
550,59,Logistic,N0,0.0026595744680846197
551,59,Logistic,Nmax,0.7101063829787231
552,59,Logistic,rmax,629.4463180370035
553,59,Gompertz,A,5.587248658400432
554,59,Gompertz,rmax,19.05296250188259
555,59,Gompertz,tlag,0.07963584476370263
556,59,Baranyi,N0,0.0026595744680846197
557,59,Baranyi,Nmax,0.7101063829787231
558,59,Baranyi,rmax,19.052962501882586
559,59,Baranyi,h0,0.0005835943145536667
560,60,Logistic,N0,0.0106382978723403
561,60,Logistic,Nmax,0.686170212765957
562,60,Logistic,rmax,75.45548003321622
563,60,Gompertz,A,4.166665223801738
564,60,Gompertz,rmax,65.64337846414404
565,60,Gompertz,tlag,0.014586270353103345
566,60,Baranyi,N0,0.0106382978723403
567,60,Baranyi,Nmax,0.686170212765957
568,60,Baranyi,rmax,65.64337846414404
569,60,Baranyi,h0,0.004100300850003256
570,61,Logistic,N0,0.0212201591511936
571,61,Logistic,Nmax,0.8037135278514591
572,61,Logistic,rmax,58.305282074745726
573,61,Gompertz,A,3.6342912638295353
574,61,Gompertz,rmax,55.987626598077206
575,61,Gompertz,tlag,0.011645757302976938
576,61,Baranyi,N0,0.0212201591511936
577,61,Baranyi,Nmax,0.8037135278514591
578,61,Baranyi,rmax,55.987626598077206
579,61,Baranyi,h0,0.011179150122088956
580,62,Logistic,N0,0.0106100795755975
581,62,Logistic,Nmax,0.143236074270558
582,62,Logistic,rmax,11.326209464002392
583,62,Gompertz,A,2.6026896854443264
584,62,Gompertz,rmax,16.076256342648477
585,62,Gompertz,tlag,0.05
586,62,Baranyi,N0,0.0106100795755975
587,62,Baranyi,Nmax,0.143236074270558
588,62,Baranyi,rmax,16.07625634264847
589,62,Baranyi,h0,0.02487724387587666
590,63,Logistic,N0,0.00795755968169809
591,63,Logistic,Nmax,0.230769230769232
592,63,Logistic,rmax,31.719136650380975
593,63,Gompertz,A,3.3672958299864195
594,63,Gompertz,rmax,29.68452641019944
595,63,Gompertz,tlag,0.05
596,63,Baranyi,N0,0.00795755968169809
597,63,Baranyi,Nmax,0.230769230769232
598,63,Baranyi,rmax,29.684526410199446
599,63,Baranyi,h0,0.010497308935577054
600,64,Logistic,N0,0.0397877984084887
601,64,Logistic,Nmax,0.883289124668435
602,64,Logistic,rmax,13.779861218672457
603,64,Gompertz,A,3.100092288878218
604,64,Gompertz,rmax,78.78546180435033
605,64,Gompertz,tlag,0.004353875972159139
606,64,Baranyi,N0,0.0397877984084887
607,64,Baranyi,Nmax,0.883289124668435
608,64,Baranyi,rmax,78.78546180435035
609,64,Baranyi,h0,0.02905465566441729
610,65,Logistic,N0,0.00265251989389981
611,65,Logistic,Nmax,0.299734748010611
612,65,Logistic,rmax,40.89653463977075
613,65,Gompertz,A,4.727387818712115
614,65,Gompertz,rmax,41.53386793548692
615,65,Gompertz,tlag,0.05
616,65,Baranyi,N0,0.00265251989389981
617,65,Baranyi,Nmax,0.299734748010611
618,65,Baranyi,rmax,41.5338679354869
619,65,Baranyi,h0,0.004012284994587477
620,66,Logistic,N0,0.0106100795755975
621,66,Logistic,Nmax,0.5676392572944301
622,66,Logistic,rmax,24.143321876212447
623,66,Gompertz,A,3.9796816539018973
624,66,Gompertz,rmax,53.19137535855944
625,66,Gompertz,tlag,0.005120283747480489
626,66,Baranyi,N0,0.0106100795755975
627,66,Baranyi,Nmax,0.5676392572944301
628,66,Baranyi,rmax,53.19137535855946
629,66,Baranyi,h0,0.00814629161871049
630,67,Logistic,N0,0.0026525198938993602
631,67,Logistic,Nmax,0.35194778176522595
632,67,Logistic,rmax,23.75874905819467
633,67,Gompertz,A,4.887972725801489
634,67,Gompertz,rmax,33.6985295072775
635,67,Gompertz,tlag,0.05
636,67,Baranyi,N0,0.0026525198938993602
637,67,Baranyi,Nmax,0.35194778176522595
638,67,Baranyi,rmax,33.69852950727749
639,67,Baranyi,h0,0.017184030215617277
640,68,Logistic,N0,0.0265251989389923
641,68,Logistic,Nmax,0.9562646278670619
642,68,Logistic,rmax,6.628009704386479
643,68,Gompertz,A,3.584939497611446
644,68,Gompertz,rmax,90.54075101800802
645,68,Gompertz,tlag,0.0009364265211614038
646,68,Baranyi,N0,0.0265251989389923
647,68,Baranyi,Nmax,0.9562646278670619
648,68,Baranyi,rmax,90.54075101800804
649,68,Baranyi,h0,0.0249776450458932
